Flow_Duration_ms,Packet_Len_Var,IAT_Mean,Net_Flow_Feat_3,Net_Flow_Feat_4,Net_Flow_Feat_5,Net_Flow_Feat_6,Net_Flow_Feat_7,Net_Flow_Feat_8,Net_Flow_Feat_9,Net_Flow_Feat_10,Net_Flow_Feat_11,Net_Flow_Feat_12,Net_Flow_Feat_13,Net_Flow_Feat_14,Net_Flow_Feat_15,Net_Flow_Feat_16,Net_Flow_Feat_17,Net_Flow_Feat_18,Net_Flow_Feat_19,Net_Flow_Feat_20,Net_Flow_Feat_21,Net_Flow_Feat_22,Net_Flow_Feat_23,Net_Flow_Feat_24,Label
-1.3011407729799254,-0.4739016441116433,-0.6112949446203793,0.5055549135042567,3.5667257902474523,-2.1943865926449324,-1.3667782468735878,2.132180414194761,3.289806391880846,-1.2928966306945855,0.4585520171570973,-0.5541443355558081,-1.367395296753919,1.729978677265813,2.840616970963449,-0.689627114077079,-2.8405767988779473,-0.5524862541660522,1.4052029065782434,0.28042728554971463,0.4816941445577098,-0.09453649395232466,0.6587231597341756,1.3951663641035024,-3.3084561870762315,0
-0.5313584374941878,0.47862718105638985,0.8270387476943311,0.8178276774518698,-2.420936979548979,-3.3124522008454944,-1.5575682558800459,0.3833876582883655,2.7086205865829363,-4.1817355187891945,0.3482330300515015,-0.5152430506152368,-1.501195280412155,2.0239031312363047,-1.4498306541838384,-6.25373678569443,-2.4905285340312213,-0.47097181227336843,-0.027450543368018,3.3874868822130253,0.7413189741696531,-1.4667741929589349,-3.1160028032513134,-3.7246650730187847,2.9360112029837833,0
0.11231693415938426,0.4834724328355145,-0.9435160745999032,-0.6648620929674036,2.5548921352646925,-0.5288495894374734,0.39188964944781085,0.9378446868045947,-0.5134362082810787,-0.1881245971042418,1.6203307874794235,2.251501772050219,-0.30552285512430283,0.06199064656923775,4.330902562976813,-0.032752343028079965,-2.4154890087299568,-1.4314497701288758,2.224991093223557,-0.15481730639589564,4.815263860714361,0.4671844985341722,-0.23135817959435756,-2.539650775987522,-3.9373487615080958,0
0.5204875614499909,-0.4099696614374207,0.32454619446385113,-0.0010785342379924384,3.1762468251834677,-1.6720452678206636,-1.0305750455356855,-0.42505904937387395,-0.7530786187842687,-0.22757448803400093,-2.7314955224458206,-1.9463571147471674,-5.338567415348678,0.3773880526772626,-0.6990730115229424,1.6376417217744448,-2.8427059263269703,0.8453559048205997,-0.704708097998787,3.8557212210950906,1.6348316087808086,0.5792386983544489,-3.356016277437149,-1.9306413619014213,-3.0730563172763476,0
1.7988016401021527,-0.7959953984493993,-0.7501179831390516,-1.260610021927283,-1.9176821011800567,3.2870844885537434,-0.9069139164257426,0.5582388057979393,-8.389746173220093,1.6615721946917177,-5.368733405653399,0.8269788682059385,1.2471071051666718,-0.5730219681489903,1.7695906316026566,-3.332739183412939,3.1293373343487936,3.071527388959553,4.592729184246213,0.20344350584441373,-6.5464425713020145,2.9278076565569924,2.3239151304730594,1.4012889894785745,1.1405745923249209,0
-1.1197338851032006,-0.28226275682096563,-0.7073787320213978,-0.9710336546260689,-4.353950086629955,-2.0505751051598935,-0.8730930290912647,0.06847193176463806,-0.17159635868631018,-1.3893146136128034,2.609811315853353,5.168560782227654,3.3500990373926283,-1.2459422650570997,-1.210243994586489,-2.2091182137402052,-0.6141125641438019,2.2237366623929784,3.1693279412705238,0.6298022462177016,1.6162437610799743,-0.20591602895096717,-0.6680266702535387,0.16882885267363024,5.513354184767385,0
-0.5885327159190826,1.7618957005885107,0.7460999597745902,-0.06355340587550251,1.9799682305615407,-0.5860173053543514,-0.2667792700781854,-0.458818163188489,7.209349391756556,-2.3827181155552033,0.5038068356469663,-3.1737739851287565,-7.8672219356183115,0.4099803914228778,-2.087681222155906,1.4126189950086743,-1.211786605194167,0.5345629393969644,-3.707567022809976,1.9829082978207757,-4.191730460098903,-2.629401741590999,-0.04837108995879513,0.7938736651092708,-0.20185107044232142,0
-1.1422544188686614,-0.8072467866841562,1.320742475107885,0.6099820768973275,-1.840461240083774,-1.9615928510047638,0.35645232446520975,-3.046288652297985,0.5502131458388583,-2.0587716357663335,0.9927766155861001,3.15293933736174,-6.428502665622162,-0.4554713357242637,1.378948346326362,4.640606823119533,-0.33231479224961175,6.39689038342663,-2.6549006570144806,-0.15784541529723695,-0.5864472617788792,-2.7284262343527157,1.1665092621365682,-3.083379094423772,0.6066744699600768,0
-0.6540542361559653,-0.14700526219770615,0.7359208183049306,-0.5942025878295696,-1.3620327077013423,-0.38458367947322797,-0.39968853931185827,1.3109271806149847,2.611964467398049,-2.7600136000435462,2.022252413136189,-4.9522600255810945,-6.335582968133606,-0.5914400825759054,-1.2636266998005057,-0.37049876386032127,-0.9773790313676081,-1.1860075486242014,0.9714536480303079,0.35615578307186974,0.3458889649734256,2.5792454920944468,-0.3295504860382774,-2.5440191238758296,-2.6864595335271053,0
0.619084485165697,-0.3821256734109409,-1.5671630355934745,-0.8761843670014179,-0.42730235030436986,0.9159589053323687,0.1296011541457422,0.7985360232533568,0.998354901238644,-1.2680206292304645,0.6171585376546833,2.162334406317691,-3.153270550314959,-0.8859917238406699,0.0704340458233651,-2.633542833371689,1.1815138564161125,1.2073916621275218,1.342494696848981,0.36391440436631156,-0.106342303930405,0.5135592169083154,-0.5323509354558082,-1.7339374812735127,-0.6801068994091062,0
